MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
5,6,2,5,5,5,7,5,3,2,5,7,3,6,3,5,4,7,6,5,0.27658139246152885
3,7,5,5,5,2,4,6,7,4,7,6,5,1,5,5,7,8,1,4,0.2644247989836904
5,8,3,6,5,6,4,3,7,6,4,4,5,5,4,3,6,2,8,6,0.3967077818946183
3,5,5,6,7,5,4,4,7,5,4,3,4,4,11,4,3,8,5,5,0.31392581791773144
7,5,1,6,7,8,3,7,9,9,2,7,5,4,7,8,6,4,4,3,0.5067236433885607
4,3,3,1,4,5,0,2,7,5,3,6,3,8,5,5,7,3,6,4,0.21724685922746823
5,8,5,4,5,2,8,3,7,6,5,9,8,1,3,1,1,8,6,5,0.16562430844415185
9,5,2,9,6,5,3,3,4,6,7,3,4,7,4,5,6,4,3,6,0.6221776098729177
6,6,8,6,6,4,8,2,4,9,2,4,8,8,7,4,4,3,3,3,0.20783123044668794
5,6,12,5,7,3,6,3,2,6,6,4,4,10,7,5,6,10,8,7,0.20068527073218428
7,4,3,6,4,1,4,7,4,4,5,5,4,6,7,1,2,6,1,4,0.33815322311438617
5,5,11,5,2,8,3,10,4,4,6,7,3,3,6,2,9,4,4,6,0.1523583089713318
4,3,8,5,6,4,5,2,7,3,3,4,3,3,5,8,3,2,5,4,0.2127768180744377
4,7,3,7,5,2,4,9,2,6,5,4,6,6,9,6,6,8,8,4,0.42814412686121306
7,6,6,8,2,4,5,3,6,5,1,4,2,5,4,2,5,2,2,5,0.28222861514404407
3,5,5,5,7,4,3,5,5,2,4,5,1,3,5,11,3,3,5,5,0.2497201127055313
8,2,5,4,8,7,4,3,9,2,1,6,3,8,5,5,7,3,7,2,0.24221195354276534
2,6,7,6,6,8,4,9,4,7,7,6,7,6,2,8,4,7,3,3,0.19801141400288985
5,6,5,9,4,6,13,3,4,8,6,7,4,8,7,4,5,5,2,4,0.41560230897849776
6,7,4,8,5,6,6,6,5,5,2,3,7,8,3,1,5,5,3,5,0.32353995027735677
5,5,9,5,3,7,4,4,4,2,9,3,6,7,6,6,4,2,3,6,0.14997270019253645
6,5,6,5,1,3,4,7,11,3,6,5,4,8,4,5,7,6,3,7,0.2624209553414357
4,9,2,2,6,5,8,5,4,6,4,2,5,2,5,6,3,3,5,4,0.34017166984655733
5,9,4,5,4,2,2,2,2,12,1,5,7,7,4,6,1,6,8,2,0.24845002680106126
6,2,5,6,9,3,5,2,9,6,4,1,4,6,5,11,6,5,5,4,0.2827210407644067
6,4,5,2,6,3,6,2,7,2,9,6,4,7,8,4,4,2,5,9,0.12545682362000765
3,0,5,6,7,1,10,5,4,1,6,7,5,4,4,7,5,4,4,8,0.293815219737652
3,7,2,6,4,3,2,8,5,4,4,5,9,8,2,4,5,5,3,9,0.36706520710850343
5,3,5,10,6,4,4,3,3,2,5,4,3,3,1,3,4,8,4,5,0.45743502199737107
5,9,11,3,6,8,7,5,3,4,9,2,2,5,1,5,5,7,8,2,0.20199019964696507
4,2,6,7,4,4,3,2,4,7,5,1,5,3,4,7,4,4,6,6,0.34610536186945773
4,7,3,5,5,8,4,3,6,2,5,10,4,3,6,5,3,3,5,2,0.2689449984896793
4,6,4,5,7,8,3,3,2,6,8,4,6,5,3,3,4,6,5,6,0.32906595825893153
7,5,6,0,5,6,1,5,7,7,3,4,6,4,9,7,8,2,5,7,0.2680041178252821
4,2,3,4,4,4,6,4,7,3,4,5,4,3,2,7,3,8,2,4,0.19641523198243843
7,9,4,2,5,7,7,2,7,5,4,7,6,3,6,5,3,7,1,11,0.10129462212891632
5,5,7,4,4,9,5,4,7,2,5,1,5,7,5,5,4,5,4,6,0.24393260515235465
2,5,5,9,5,5,11,6,2,9,3,8,4,6,1,2,4,6,3,2,0.38261576227564204
3,6,2,4,4,8,6,3,7,5,4,9,1,7,7,3,5,2,7,5,0.24065228266759342
3,3,10,2,4,6,4,2,6,9,2,5,5,1,8,9,4,5,2,9,0.006709214667308179
5,2,2,4,4,7,6,7,7,6,6,1,9,2,4,6,6,3,4,5,0.3963666789550717
3,6,6,5,5,0,4,8,4,9,1,4,5,5,5,7,5,7,3,3,0.2815667739051315
10,9,5,6,5,9,3,4,6,4,8,2,2,3,4,3,7,3,3,3,0.4370968011840701
5,5,3,4,5,3,6,6,4,4,7,6,3,8,11,6,6,6,3,5,0.2590895369390774
5,4,3,4,5,7,8,6,7,3,3,5,4,4,4,5,7,3,1,8,0.27925677901953366
4,3,9,4,2,5,6,6,8,4,10,4,3,10,3,10,5,6,4,9,0.1865075108534002
3,1,3,6,5,4,10,2,5,2,5,3,3,8,2,4,4,3,4,2,0.40038202314845794
5,6,5,2,6,6,4,4,4,5,5,8,6,7,6,4,8,12,3,9,0.1407206077192595
8,2,1,5,6,7,7,3,4,10,5,7,4,5,2,6,6,7,3,9,0.4313350992985207
4,7,3,4,3,4,6,7,6,7,5,3,7,10,3,4,5,7,7,4,0.4006792082359722
12,9,6,6,5,6,2,6,10,8,3,7,5,4,6,11,4,11,3,6,0.5553423816231331
7,4,8,4,7,2,1,3,2,6,1,8,5,2,6,3,4,4,6,2,0.2001707478559833
6,5,9,7,2,6,11,5,6,4,8,4,7,0,8,5,7,8,1,3,0.24783414380019414
6,5,2,7,3,7,3,5,8,10,6,2,7,1,3,4,7,6,3,2,0.37827729000515276
2,4,10,7,4,2,11,4,5,11,9,1,1,9,10,6,4,6,8,4,0.24057502471238443
7,3,9,7,3,5,3,6,5,2,7,4,6,2,9,7,6,4,2,4,0.2752809898925494
3,5,8,8,6,6,6,3,5,6,2,4,5,3,5,5,2,4,5,2,0.2643524521986989
4,6,4,4,7,8,1,4,4,6,5,5,2,7,6,7,2,5,4,7,0.1907410353889154
3,4,4,5,3,3,6,3,5,4,3,8,9,11,7,5,8,3,3,6,0.2568618145024644
8,7,6,8,5,4,4,3,4,3,5,4,6,5,6,5,6,13,3,0,0.4001268791576105
2,8,5,4,3,1,5,6,3,6,10,4,2,5,7,3,6,6,3,4,0.24726721855158837
2,5,3,4,4,5,2,4,4,4,4,5,2,4,6,4,1,12,4,6,0.3047362946850693
4,5,5,6,2,2,7,6,5,10,6,4,2,6,1,3,6,2,5,4,0.2862913828601665
10,5,8,7,6,5,5,1,2,4,5,10,8,7,6,5,7,4,2,7,0.43682138954211913
6,2,6,4,4,3,4,6,7,8,2,5,3,6,7,3,5,7,4,6,0.23161616490003398
5,4,6,7,3,3,2,5,2,12,7,3,3,8,8,4,6,5,4,6,0.3441798598638312
4,5,3,6,2,2,5,4,5,5,4,2,10,2,5,5,8,3,7,10,0.375458179064175
5,4,4,5,3,7,9,6,6,4,4,1,5,4,5,2,8,8,4,5,0.30902457658217075
5,2,8,7,4,5,3,2,3,2,4,7,1,3,9,9,5,4,8,7,0.22483792998181817
3,8,4,3,11,4,9,4,7,7,7,2,3,4,1,6,6,1,4,3,0.22814695546421343
3,9,4,3,7,4,6,2,4,5,5,6,7,5,4,6,4,11,5,6,0.17925201248908643
3,5,6,3,2,5,2,6,8,3,4,7,3,3,6,7,3,6,7,4,0.17490390231825131
2,8,5,7,5,3,5,3,5,4,4,3,4,2,2,11,4,9,5,6,0.2978053792088281
3,4,3,4,4,4,9,7,6,4,3,4,1,4,4,1,4,4,2,3,0.3401863299530071
6,4,6,2,5,5,4,6,5,8,5,2,6,2,3,4,2,11,9,5,0.16502128948132216
4,1,7,7,5,3,6,3,5,3,4,6,3,3,8,3,2,4,5,5,0.24501188011706335
6,2,1,5,7,4,3,6,2,4,2,7,15,4,7,5,6,6,4,8,0.3252716626085568
3,5,9,3,4,4,4,0,7,2,5,5,7,1,0,2,3,4,4,4,0.16396705080318233
6,7,3,6,7,7,5,5,4,4,5,5,7,4,6,1,5,7,6,9,0.2403256649462781
4,3,3,3,9,7,4,7,3,5,8,5,6,5,4,7,2,5,5,1,0.1582006538894003
1,3,5,1,5,4,3,10,4,3,6,3,5,6,3,3,5,9,2,7,0.20221748983081064
3,4,5,9,9,4,6,6,4,2,3,3,2,4,9,8,6,6,6,5,0.4119047361323779
6,5,5,2,4,6,4,4,9,4,9,5,2,5,3,2,5,5,3,6,0.25034349328620076
2,5,8,8,4,5,7,5,6,5,5,3,5,7,7,7,2,7,2,4,0.319318939985441
4,4,8,8,7,5,3,4,8,5,5,4,7,5,6,9,4,7,5,4,0.31298295016194516
3,4,6,4,7,8,4,3,4,6,5,4,3,8,2,2,4,3,3,2,0.23073705443607012
5,0,6,6,6,8,4,6,1,8,5,4,7,7,5,7,3,9,7,7,0.31221912124832785
5,6,7,7,5,7,4,6,5,7,5,3,6,6,4,6,5,8,6,4,0.34923430627141233
5,4,7,1,1,7,5,2,5,5,7,5,0,7,2,7,7,8,7,6,0.16170860575895937
4,4,4,5,3,7,7,6,7,7,2,10,2,5,0,9,3,7,5,12,0.3172252083844105
4,3,3,8,0,9,7,1,7,5,3,3,4,7,8,5,7,4,5,4,0.42920975462254063
4,8,5,3,6,5,3,4,5,3,3,5,5,3,6,2,8,8,6,7,0.22299820718674607
2,2,4,11,2,5,6,4,11,4,4,6,5,5,10,6,4,5,5,6,0.4685620451932228
6,7,4,2,1,3,6,9,2,7,3,3,8,5,8,5,9,9,8,3,0.31118840372580747
5,4,2,3,1,4,9,3,5,4,3,6,3,3,6,5,6,8,5,7,0.26415858490205824
6,3,4,6,5,5,9,4,6,7,5,9,7,5,5,3,8,10,9,5,0.3322193580125179
7,10,10,8,7,7,6,1,5,10,9,6,7,3,4,2,4,3,3,6,0.24329239972053007
8,2,1,7,6,4,6,8,11,5,5,9,2,5,5,6,4,5,2,4,0.4793982191331976
5,5,4,6,6,6,4,0,12,6,6,7,1,6,5,1,3,4,4,9,0.23577505014325334
2,4,1,10,3,9,7,4,2,5,4,8,5,6,7,5,7,4,5,2,0.4924188397030412
6,8,3,9,7,4,5,4,3,6,3,3,2,8,11,4,5,5,3,7,0.4503636315989701
2,6,5,8,8,6,3,7,3,6,6,8,7,9,7,6,3,5,4,2,0.395499219044671
9,3,6,1,5,5,7,7,4,5,2,6,6,8,4,3,1,8,2,6,0.25898350051468894
4,2,2,6,4,5,3,8,3,11,6,2,6,7,6,4,3,6,7,4,0.43223607278852594
6,3,4,2,1,5,6,3,5,4,6,4,5,2,5,8,5,1,5,4,0.29610102346392364
7,7,3,7,10,3,2,9,3,2,4,4,6,5,6,3,4,7,5,5,0.41754372946469465
5,1,4,3,4,3,6,8,4,5,6,5,9,6,8,4,8,9,5,3,0.24153056702115425
4,6,7,7,10,2,5,9,8,5,3,2,7,3,6,8,3,2,4,9,0.35200321129882295
6,5,3,5,2,6,2,2,8,5,7,8,2,5,12,3,4,6,4,6,0.2604973682534329
4,3,2,5,2,6,7,4,3,5,4,8,3,4,7,3,4,6,5,8,0.27474403976451056
5,3,2,6,4,10,4,7,6,2,3,2,7,3,3,6,1,6,3,8,0.43107844532365386
5,6,10,3,9,7,11,2,3,2,5,4,7,5,7,3,6,6,3,4,0.15086987603807608
4,3,6,7,6,3,7,12,4,2,7,4,2,3,5,6,4,6,7,5,0.28575972031008157
9,6,8,7,7,6,5,6,4,6,5,6,4,4,6,5,5,5,3,3,0.38646763551358543
5,5,6,4,4,4,8,7,5,2,6,8,3,9,7,11,5,5,5,3,0.23382450182098213
8,6,8,4,2,7,4,0,4,7,6,6,2,10,3,1,12,2,3,6,0.1433402192266009
2,5,2,3,9,4,4,7,2,5,6,4,3,4,7,5,7,6,2,7,0.44107602677658575
3,3,5,2,7,8,6,4,5,6,3,2,2,12,6,6,4,5,3,6,0.2407096734513421
2,5,6,3,3,0,9,5,5,4,5,7,2,2,3,8,2,4,7,5,0.10701296995882019
5,6,7,6,2,5,4,6,3,7,1,6,5,7,6,5,3,5,10,6,0.2555008881251119
8,6,3,7,3,2,4,9,13,3,6,3,4,6,8,3,6,5,2,2,0.4126182590173464
2,2,3,5,2,3,7,2,9,5,6,2,2,4,6,3,5,4,5,5,0.24679179573936838
5,7,6,1,5,5,7,2,7,7,3,4,6,4,6,2,3,4,6,6,0.14203216884700692
5,2,3,7,6,5,3,5,4,3,4,3,8,7,4,4,3,4,2,5,0.34975132962841704
3,11,7,4,7,4,5,4,7,8,4,10,4,4,3,6,3,7,11,11,0.17416474808700763
2,12,2,2,7,4,5,4,5,8,1,3,4,3,5,1,9,6,5,6,0.2581144454283435
9,6,8,2,5,2,6,7,5,5,5,4,6,5,6,7,5,7,4,1,0.23216876041788453
9,1,4,4,4,7,3,10,9,1,3,4,7,7,5,10,6,9,4,4,0.35253231574004124
2,7,3,3,6,4,6,7,4,8,5,3,5,3,4,4,7,1,6,4,0.2623855640737947
8,6,8,5,7,6,6,3,1,4,3,5,2,3,6,7,3,4,5,9,0.2520763092230314
8,8,5,9,4,6,6,1,4,5,4,8,3,4,7,6,9,4,5,8,0.3788199244559307
4,6,6,5,4,5,7,7,3,3,9,7,7,12,5,7,4,1,3,5,0.18949830149854438
11,6,4,5,4,3,3,3,6,3,3,5,5,8,1,10,2,11,4,5,0.5013307046877944
4,4,4,5,5,4,1,3,6,5,6,2,6,5,5,4,5,5,3,7,0.2565443336421101
4,4,6,5,5,3,4,3,4,3,7,6,6,5,5,7,6,5,5,4,0.2745258310394809
4,4,9,5,1,5,3,6,2,6,4,3,2,7,4,7,7,6,5,5,0.19095862064397953
7,4,6,2,4,3,3,6,6,5,4,6,3,9,4,4,6,4,4,5,0.15339888008587546
1,6,5,9,4,4,5,4,4,2,8,6,4,6,2,4,5,3,7,5,0.35807982525539017
5,5,6,6,6,6,4,10,2,10,4,10,11,2,4,3,3,4,6,7,0.25610786821273346
5,5,6,3,4,6,7,4,4,4,8,2,9,3,6,12,7,5,3,4,0.2004266170089817
3,6,7,5,4,2,1,7,3,7,5,2,8,5,6,1,9,1,5,3,0.26039941367352404
8,8,2,5,5,4,4,5,8,4,5,4,8,5,7,4,3,3,10,7,0.3935193965299837
9,6,5,4,5,5,1,6,9,6,3,5,4,2,5,6,6,3,3,3,0.3855739128197129
6,3,5,6,4,6,5,10,5,3,8,7,6,7,3,2,9,6,11,10,0.2722865814845968
3,4,4,3,3,0,0,4,6,6,1,5,7,2,5,5,5,7,3,2,0.2906160177071431
10,9,4,4,5,6,2,4,5,3,7,11,6,5,5,7,6,1,3,3,0.33537778304215543
6,0,1,6,1,3,4,4,7,9,5,5,5,8,5,7,3,4,4,8,0.45885273330026966
5,4,2,5,3,6,2,4,3,4,7,0,4,6,5,4,6,5,2,8,0.3779021348348941
5,6,5,8,4,4,4,8,6,5,6,7,5,6,3,4,6,5,5,2,0.3761747832073167
7,7,5,8,2,6,7,11,7,0,10,3,3,4,2,7,2,8,5,5,0.39103249216696845
8,1,5,6,3,4,6,6,5,3,8,7,4,8,3,5,7,7,5,5,0.35417453888746053
1,11,5,4,6,2,1,3,1,4,8,8,5,1,1,3,10,3,4,1,0.27620907080353363
5,5,4,3,5,5,3,1,4,8,6,7,7,5,5,5,4,5,4,5,0.2899973066168334
3,4,4,5,4,8,1,2,7,8,0,7,5,4,9,5,6,5,6,2,0.30811057222081106
7,10,6,5,8,8,8,6,5,2,5,6,3,4,6,6,4,6,6,7,0.2128860059379463
5,3,4,3,4,2,4,9,7,1,6,4,3,8,7,7,8,6,5,3,0.2827621721840758
7,6,9,4,5,9,9,4,4,5,8,2,6,2,2,8,1,9,7,2,0.2460993168628069
7,5,4,3,3,7,7,7,5,5,8,7,4,3,3,6,6,2,2,6,0.2539131692319993
2,9,9,5,3,7,7,6,2,7,10,1,10,6,4,5,7,3,6,8,0.19547891253724192
2,6,5,4,7,8,3,4,4,3,4,1,11,6,5,4,6,5,5,4,0.20568969325558434
4,5,4,3,1,3,4,4,4,9,6,3,1,5,8,7,4,9,4,4,0.21798961111955292
3,4,3,3,6,6,8,8,7,6,7,7,1,5,5,4,5,8,3,5,0.26548833036439884
2,3,3,4,5,1,5,7,11,3,3,3,3,6,7,5,9,4,5,10,0.2574763417184435
4,3,11,3,7,2,1,5,4,6,5,3,4,3,2,1,4,3,3,3,0.21424060819078933
7,6,4,3,5,4,4,6,1,5,7,7,4,3,2,9,8,6,5,4,0.1745313580673364
4,5,7,3,0,6,8,2,5,6,9,8,5,4,6,4,6,4,3,5,0.1795535514902996
4,4,4,3,6,6,8,2,1,3,5,4,5,4,5,2,7,1,6,6,0.2100673833144459
5,5,4,5,2,3,3,9,6,7,2,6,3,7,5,6,4,4,8,3,0.3136311706568629
2,5,5,7,4,1,4,5,3,6,9,5,7,9,3,6,5,7,8,5,0.2700124462120024
4,8,8,3,2,5,8,1,6,4,8,4,4,5,5,4,3,2,8,2,0.21440693502423538
5,10,4,6,3,4,6,5,5,10,3,7,6,5,8,3,6,3,8,4,0.29605102125415916
1,1,9,3,6,6,1,5,7,5,7,5,6,3,4,3,3,7,4,4,0.10815081982864372
6,7,6,2,5,7,7,6,4,4,6,4,6,2,5,5,4,5,5,7,0.2854711832851273
7,2,4,3,7,5,2,6,9,6,2,1,4,9,6,4,1,6,6,5,0.2894465897008392
3,2,6,7,4,4,6,1,3,8,4,6,3,6,6,3,6,5,3,9,0.31548743176942357
6,8,5,7,8,8,6,7,6,4,3,8,11,3,1,5,0,4,0,6,0.31618202915504523
9,2,6,3,9,1,8,9,4,6,2,11,9,3,7,2,6,3,2,4,0.2991926827868651
4,6,3,4,3,3,3,9,4,5,5,6,9,4,5,7,4,8,7,8,0.27012666585052303
7,5,5,10,6,6,5,5,6,8,3,4,9,4,6,3,5,6,1,7,0.49637787234758457
5,3,5,10,5,3,7,4,3,6,5,5,6,7,10,2,12,2,7,4,0.3669685109971134
6,4,11,6,7,3,8,9,4,4,8,5,6,6,5,3,8,8,6,6,0.0753342581637419
5,5,7,6,7,4,4,8,2,4,5,5,7,3,1,4,2,8,4,2,0.2541765484130212
4,6,7,4,7,2,1,6,10,8,6,4,10,3,5,11,6,2,3,1,0.25332234914622376
7,5,7,8,4,3,2,1,2,0,3,4,6,7,3,3,5,3,9,9,0.3072655969856819
4,3,5,8,2,8,10,3,5,6,9,5,3,6,3,5,4,4,6,6,0.3307824224113149
2,1,4,4,6,3,1,9,7,5,4,3,6,6,3,6,6,6,8,3,0.2619917677084729
5,12,7,4,3,4,5,3,4,5,1,5,4,8,4,1,4,2,4,5,0.15650304604799783
6,2,5,7,5,3,6,5,7,7,7,7,3,7,5,2,6,4,6,11,0.3185046173687716
6,9,5,2,6,4,6,9,4,3,6,7,2,3,3,6,4,10,4,3,0.17123626737016934
6,8,5,4,4,2,4,5,3,7,7,3,6,11,8,4,4,2,3,7,0.2708395787061389
8,1,6,4,5,3,4,3,8,4,5,5,2,5,3,6,5,6,3,3,0.24954157781185007
6,7,6,6,8,5,2,2,11,6,7,2,5,9,4,5,2,6,4,6,0.2915250726825935
6,5,3,3,1,1,8,5,3,4,5,5,7,3,4,6,4,8,7,5,0.26536881292934433
8,4,3,6,3,7,6,5,3,9,10,3,3,4,3,3,7,3,4,10,0.39947570822548456
7,5,0,4,4,6,4,5,3,7,3,3,3,10,2,8,5,5,1,6,0.5975264073637928
5,9,2,7,4,3,2,3,5,3,10,7,11,6,6,11,7,7,3,6,0.4248805324744449
5,1,4,6,4,4,4,8,5,5,5,9,5,8,3,4,1,5,3,4,0.24816831466179423
9,5,8,7,3,9,7,3,3,5,5,10,4,6,1,10,6,6,6,6,0.2749264088979946
7,4,7,2,1,6,3,4,9,4,3,2,4,7,5,8,12,6,6,8,0.1808821530227651
6,3,5,8,4,6,5,7,9,5,9,5,4,9,6,9,8,7,8,8,0.3269940439308117
2,4,8,3,3,11,9,5,1,9,7,6,9,5,1,1,2,5,1,6,0.15224294338633576
5,1,5,6,8,6,6,9,4,6,8,4,5,7,4,2,3,2,9,8,0.3092570333482186
6,4,11,7,7,10,4,5,4,5,5,2,5,5,1,9,2,8,4,1,0.23269288519125883
2,5,6,5,6,5,1,8,4,4,6,4,2,5,4,5,6,5,0,5,0.29844700576038163
8,5,3,6,6,4,5,4,4,4,7,4,5,2,4,6,6,4,4,5,0.3793623421769356
1,2,4,7,1,5,2,6,5,3,6,1,5,7,6,4,5,4,7,5,0.3179859084509446
5,6,4,7,9,4,5,5,4,5,6,6,5,5,9,9,2,6,1,6,0.27234743482584106
6,5,5,7,2,1,6,2,3,3,7,4,8,2,5,4,5,5,5,3,0.3412221880726421
3,5,6,8,4,4,5,6,4,8,4,3,4,5,5,4,4,3,4,2,0.3843560529472532
5,3,7,4,4,5,7,2,5,9,5,4,7,4,5,3,7,1,7,4,0.1580744735726681
5,5,5,7,6,5,3,8,5,1,6,6,2,1,5,6,4,9,4,3,0.2869433288972514
3,6,2,8,4,3,2,4,6,7,9,6,3,7,5,8,6,7,5,5,0.4001573454585475
5,3,3,3,4,7,5,5,2,6,8,5,7,7,10,7,4,8,5,6,0.28265079572341095
6,1,5,10,6,2,4,0,2,8,4,7,4,2,4,5,4,6,5,4,0.3436999659643902
4,8,7,5,7,8,7,10,4,5,7,5,4,7,4,6,10,3,3,8,0.1919222797889605
1,2,7,7,5,1,7,5,9,3,4,2,5,4,4,6,4,8,7,8,0.32924464382475266
3,9,8,3,5,6,2,6,3,6,7,6,3,8,6,3,5,11,5,1,0.12227917024709259
4,1,3,5,3,3,0,3,3,10,4,8,5,7,3,4,3,1,5,5,0.32269452647097346
6,6,2,7,5,5,7,2,7,3,1,2,9,3,1,4,9,7,12,4,0.44455234260829324
4,5,6,8,3,5,6,4,2,4,6,3,4,7,1,5,5,5,8,6,0.3185045143636047
6,5,9,6,4,6,4,3,3,4,5,4,4,4,4,5,3,5,6,5,0.25859294214109424
4,6,3,7,1,5,0,6,5,5,5,6,2,4,7,3,5,4,6,2,0.38761192236611136
0,7,5,4,5,8,7,5,5,2,3,6,4,5,5,7,6,5,3,5,0.1994014535920818
2,9,5,5,3,7,6,4,5,4,5,6,7,5,7,3,5,7,2,5,0.3104777898219011
4,5,7,4,11,1,9,3,3,9,5,5,7,5,9,5,3,7,7,3,0.16151875955813583
6,5,8,4,3,4,2,2,2,3,5,8,6,6,3,7,4,4,10,3,0.21027219530780794
4,1,1,5,6,6,4,8,7,3,10,1,3,1,4,8,4,5,5,4,0.472376365924517
5,3,1,5,3,7,1,6,4,8,3,3,4,5,5,4,7,4,2,3,0.495338844490714
2,2,4,4,8,6,3,2,8,4,7,3,2,6,7,2,6,2,6,4,0.3074132613859455
7,4,6,4,6,5,5,4,8,8,7,8,1,2,4,7,7,6,3,4,0.21752044556262484
4,6,5,5,1,4,10,6,4,3,3,3,5,3,3,7,4,4,6,5,0.30798877146774534
6,6,3,5,8,4,7,4,7,2,3,4,5,6,4,9,5,5,9,2,0.3611211621429613
2,8,4,2,4,1,7,7,3,9,2,3,5,2,9,2,6,4,5,7,0.18832121268279478
5,5,2,4,13,5,9,4,6,2,7,7,4,6,4,3,8,6,5,2,0.21601738261353243
4,6,5,4,4,3,7,4,9,8,2,4,2,1,4,3,5,7,2,5,0.26569628407231427
3,3,10,3,7,2,6,7,5,5,5,7,4,5,5,4,4,6,9,5,0.1357600264721639
4,3,5,7,2,6,5,2,6,2,8,4,4,2,3,5,3,3,5,4,0.29059420683072335
10,6,7,2,4,8,4,3,5,6,7,4,6,7,9,1,4,3,3,8,0.3198382322663229
6,2,6,6,5,2,8,5,2,7,5,5,4,2,6,8,1,4,3,5,0.2690437752880854
9,3,3,4,8,5,5,6,7,4,1,4,2,6,6,7,5,2,4,3,0.3561538218987665
5,4,7,5,8,5,2,3,5,7,5,4,2,1,2,10,3,6,8,3,0.20294007588724133
2,6,4,5,5,0,13,6,3,4,9,5,3,6,4,5,1,2,3,4,0.2629460828223878
4,8,7,2,7,7,7,6,5,8,6,3,9,5,7,4,5,4,3,3,0.1781888024623365
9,5,3,2,5,5,4,6,6,11,10,2,4,8,4,7,2,1,5,6,0.3131525294516087
1,6,1,2,4,2,6,6,2,1,3,1,1,1,8,3,7,3,9,5,0.3622747385723854
10,6,1,2,4,6,5,5,4,6,4,3,7,2,6,10,7,4,3,6,0.47304931168608766
6,6,11,4,5,3,10,4,8,7,2,5,7,12,8,3,5,4,7,8,0.07511020683889877
6,7,1,6,3,7,5,7,3,3,7,5,4,2,2,8,4,2,9,3,0.4716507484542409
2,1,4,5,5,2,5,7,2,3,5,3,7,5,4,5,10,4,6,4,0.2280647352748404
6,5,3,4,4,7,2,0,6,4,6,1,8,10,6,3,5,2,6,7,0.291668968345678
5,11,7,6,5,9,8,8,8,7,3,5,7,8,6,4,8,5,4,5,0.2230920254448615
6,7,6,5,8,9,6,6,2,2,2,4,8,11,5,0,1,5,3,5,0.20750312652759736
8,3,10,1,3,9,3,7,2,4,5,5,3,3,5,11,5,4,6,5,0.06687940764322789
5,4,5,3,4,4,6,8,4,6,5,3,4,4,3,4,6,4,3,3,0.24196850245994878
5,3,6,2,3,2,4,3,3,5,5,4,5,6,5,7,9,3,6,6,0.20164233258094919
5,0,3,5,5,6,8,5,2,5,2,4,4,7,4,8,4,5,6,7,0.331088441893705
8,4,5,3,3,4,3,2,6,2,9,1,2,6,1,7,3,4,3,2,0.22762471280892005
3,7,4,2,10,6,2,3,4,6,8,9,5,1,9,6,5,5,1,4,0.13479699325294064
5,6,4,8,4,5,5,5,1,8,7,4,4,2,8,6,3,2,4,4,0.4051561328829746
5,6,1,4,6,2,3,6,3,5,9,3,3,7,4,5,3,2,7,4,0.447648220395228
9,11,2,6,3,5,5,3,4,6,3,6,5,4,4,3,5,2,2,7,0.4748083598015801
4,5,7,2,5,4,5,5,3,5,2,12,5,2,2,5,5,3,8,5,0.13579039803402576
3,5,5,3,5,3,3,2,5,1,6,6,2,5,4,4,3,3,1,1,0.196161099294176
2,6,7,6,6,6,8,8,2,4,1,5,5,2,5,5,6,6,8,7,0.2376437721921353
8,5,4,3,4,4,3,5,6,3,4,9,4,6,5,1,3,4,7,5,0.2533665896742836
9,5,9,4,9,4,4,3,3,4,8,6,4,8,3,7,6,2,2,9,0.24491912618681083
2,1,3,7,4,8,3,6,4,6,3,4,6,4,4,5,5,10,2,5,0.38428781931328415
1,9,1,5,6,4,2,5,4,0,4,9,4,5,7,8,4,4,6,3,0.48875869173058184
3,8,7,8,6,3,1,4,8,6,5,5,4,9,8,6,5,3,10,6,0.2835324454809575
1,3,4,6,1,9,10,4,4,3,6,5,5,7,3,1,4,4,5,11,0.20633227571104315
8,3,2,2,6,10,2,7,5,4,7,4,4,3,4,2,6,4,8,5,0.3309064838960592
9,3,6,5,6,6,3,7,4,6,10,9,3,10,7,4,4,5,6,13,0.26013001955829584
3,8,8,4,6,7,4,4,6,6,6,6,4,7,3,3,1,7,6,5,0.18033109928581753
3,5,4,5,4,8,4,6,4,5,9,4,7,6,1,5,5,4,5,10,0.25132274871057836
2,4,5,3,6,7,5,7,3,3,6,2,8,4,1,4,1,7,3,7,0.19667040361885424
5,10,4,8,3,7,7,6,2,1,4,4,5,8,4,8,8,9,3,4,0.36521046971261384
5,1,5,6,5,4,6,9,6,3,4,5,8,5,7,5,5,6,6,4,0.26066252757134767
3,4,6,7,7,6,4,12,7,4,2,5,8,4,5,3,5,4,7,7,0.26465063877987205
4,4,4,8,3,4,6,4,9,4,2,6,5,6,2,7,4,2,3,7,0.31722514850296885
4,5,10,5,5,5,6,5,2,6,8,3,3,5,2,5,7,3,4,5,0.17204712699203262
7,4,6,7,8,9,5,5,4,3,5,4,3,4,3,2,2,3,5,1,0.30141909569436176
4,4,3,1,2,4,10,5,4,9,5,6,6,2,5,4,8,7,5,3,0.23885350089611912
